1.396669999999999945e+01,1.541150000000000020e+01,8.245760000000000645e+00
1.426920000000000144e+01,1.548639999999999972e+01,8.994790000000000063e+00
1.448150000000000048e+01,1.547719999999999985e+01,9.964510000000000645e+00
1.465329999999999799e+01,1.543060000000000187e+01,1.099239999999999995e+01
1.467930000000000135e+01,1.523170000000000002e+01,1.199169999999999980e+01
1.455189999999999984e+01,1.495099999999999874e+01,1.297340000000000160e+01
1.425000000000000000e+01,1.453300000000000125e+01,1.390279999999999916e+01
1.381670000000000087e+01,1.399830000000000041e+01,1.467619999999999969e+01
1.341070000000000029e+01,1.626259999999999906e+01,8.196799999999999642e+00
1.372669999999999924e+01,1.630900000000000105e+01,9.109379999999999811e+00
1.390000000000000036e+01,1.627520000000000167e+01,1.012739999999999974e+01
1.402690000000000126e+01,1.616069999999999851e+01,1.115419999999999945e+01
1.406210000000000093e+01,1.599430000000000085e+01,1.216949999999999932e+01
1.392800000000000082e+01,1.572539999999999871e+01,1.314039999999999964e+01
1.365600000000000058e+01,1.529459999999999908e+01,1.404790000000000205e+01
1.326360000000000028e+01,1.480730000000000146e+01,1.484379999999999811e+01
1.284999999999999964e+01,1.708060000000000045e+01,8.280559999999999476e+00
1.309199999999999875e+01,1.708670000000000044e+01,9.230830000000000979e+00
1.325830000000000020e+01,1.700609999999999999e+01,1.024569999999999936e+01
1.334399999999999942e+01,1.688959999999999795e+01,1.127960000000000029e+01
1.336669999999999980e+01,1.672439999999999927e+01,1.231290000000000084e+01
1.325190000000000090e+01,1.644480000000000075e+01,1.333410000000000117e+01
1.300000000000000000e+01,1.604169999999999874e+01,1.423920000000000030e+01
1.257600000000000051e+01,1.554209999999999958e+01,1.500130000000000052e+01
1.227690000000000126e+01,1.781330000000000169e+01,8.338139999999999219e+00
1.244139999999999979e+01,1.775649999999999906e+01,9.340519999999999712e+00
1.254289999999999949e+01,1.764580000000000126e+01,1.036979999999999968e+01
1.264329999999999998e+01,1.752740000000000009e+01,1.140099999999999980e+01
1.264349999999999952e+01,1.732700000000000173e+01,1.243479999999999919e+01
1.256959999999999944e+01,1.707290000000000063e+01,1.344610000000000127e+01
1.234999999999999964e+01,1.670629999999999882e+01,1.434010000000000140e+01
1.191110000000000113e+01,1.619439999999999813e+01,1.509950000000000081e+01
1.152860000000000085e+01,1.834149999999999991e+01,8.450520000000000920e+00
1.163850000000000051e+01,1.827159999999999940e+01,9.457530000000000214e+00
1.177780000000000094e+01,1.821030000000000015e+01,1.046100000000000030e+01
1.184999999999999964e+01,1.806729999999999947e+01,1.154020000000000046e+01
1.181250000000000000e+01,1.785109999999999886e+01,1.252780000000000094e+01
1.172499999999999964e+01,1.752649999999999864e+01,1.351609999999999978e+01
1.157779999999999987e+01,1.702839999999999776e+01,1.441840000000000011e+01
1.134090000000000131e+01,1.634900000000000020e+01,1.513540000000000063e+01
1.065000000000000036e+01,1.868469999999999942e+01,8.551739999999998787e+00
1.077690000000000126e+01,1.864179999999999993e+01,9.580929999999998614e+00
1.093040000000000056e+01,1.860730000000000217e+01,1.059149999999999991e+01
1.096669999999999945e+01,1.842670000000000030e+01,1.161960000000000015e+01
1.091430000000000078e+01,1.816959999999999908e+01,1.261239999999999917e+01
1.083460000000000001e+01,1.780010000000000048e+01,1.358689999999999998e+01
1.064550000000000018e+01,1.730209999999999937e+01,1.445829999999999949e+01
1.045220000000000127e+01,1.668929999999999936e+01,1.524950000000000117e+01
1.004710000000000036e+01,1.499019999999999797e+01,1.125609999999999999e+01
1.039000000000000057e+01,1.534269999999999889e+01,1.170469999999999899e+01
1.070619999999999905e+01,1.565490000000000137e+01,1.213870000000000005e+01
1.099409999999999954e+01,1.594730000000000203e+01,1.254349999999999987e+01
1.130770000000000053e+01,1.621790000000000020e+01,1.297439999999999927e+01
1.159290000000000020e+01,1.645089999999999719e+01,1.336529999999999951e+01
1.182000000000000028e+01,1.666810000000000258e+01,1.374239999999999995e+01
1.200769999999999982e+01,1.689659999999999940e+01,1.412020000000000053e+01
1.066999999999999993e+01,1.405940000000000012e+01,1.122920000000000051e+01
1.077999999999999936e+01,1.467429999999999879e+01,1.140490000000000137e+01
1.085879999999999868e+01,1.525980000000000203e+01,1.157290000000000063e+01
1.093850000000000122e+01,1.583890000000000065e+01,1.172279999999999944e+01
1.100000000000000000e+01,1.636630000000000251e+01,1.184980000000000011e+01
1.104000000000000092e+01,1.686670000000000158e+01,1.193190000000000062e+01
1.100000000000000000e+01,1.734619999999999962e+01,1.208409999999999940e+01
1.090000000000000036e+01,1.775000000000000000e+01,1.232290000000000063e+01
9.944119999999999848e+00,1.399259999999999948e+01,1.032259999999999955e+01
9.592859999999999943e+00,1.484399999999999942e+01,1.069170000000000087e+01
9.246150000000000091e+00,1.567149999999999999e+01,1.106170000000000009e+01
9.043590000000000018e+00,1.647940000000000182e+01,1.141430000000000078e+01
8.980000000000000426e+00,1.722350000000000136e+01,1.174970000000000070e+01
9.156250000000000000e+00,1.786430000000000007e+01,1.208499999999999908e+01
1.028930000000000078e+01,1.523139999999999894e+01,9.379459999999999908e+00
1.001249999999999929e+01,1.599390000000000001e+01,8.856339999999999435e+00
9.657689999999998776e+00,1.665869999999999962e+01,8.346959999999999269e+00
9.495650000000001256e+00,1.740169999999999817e+01,7.886320000000000441e+00
9.724999999999999645e+00,1.817779999999999774e+01,7.705729999999999968e+00
1.025000000000000000e+01,1.870759999999999934e+01,7.883329999999999060e+00
8.900000000000000355e+00,1.734790000000000276e+01,9.991670000000000940e+00
8.933329999999999771e+00,1.725120000000000076e+01,9.001160000000000494e+00
9.383329999999999060e+00,1.723519999999999897e+01,8.316840000000000899e+00
1.021250000000000036e+01,1.725910000000000011e+01,7.533849999999999270e+00
1.090000000000000036e+01,1.746579999999999799e+01,7.136910000000000309e+00
1.187999999999999901e+01,1.769170000000000087e+01,7.046879999999999811e+00
